Code,@AAPL(P),@MSFT(P),@AMZN(P),@FB(P),@GOOGL(P),@INTC(P),@PEP(P),@CSCO(P),@NFLX(P),@CMCSA(P),@NVDA(P),@ADBE(P),@COST(P),@AMGN(P),@PYPL(P),@TMUS(P),@GILD(P),@TSLA(P),@CHTR(P),@AVGO(P),@TXN(P),@SBUX(P),@MDLZ(P),@QCOM(P),@INTU(P),@VRTX(P),@FISV(P),@ADP(P),@ISRG(P),@AMD(P),@BIIB(P),@BKNG(P),@JD(P),@MU(P),@REGN(P),@ATVI(P),@CSX(P),@WBA(P),@AMAT(P),@ILMN(P),@KHC(P),@NTES(P),@ADI(P),@BIDU(P),@EA(P),@EXC(P),@ADSK(P),@LRCX(P),@XEL(P),@EBAY(P),@MAR(P),@MNST(P),@ROST(P),@CTSH(P),@MELI(P),@LULU(P),@NXPI(P),@ORLY(P),@PCAR(P),@VRSN(P),@VRSK(P),@WLTW(P),@ALXN(P),@ANSS(P),@CDNS(P),@CTXS(P),@DLTR(P),@FAST(P),@KLAC(P),@PAYX(P),@SNPS(P),@XLNX(P),@CERN(P),@CTAS(P),@CSGP(P),@IDXX(P),@MCHP(P),@SGEN(P),@SIRI(P),@WDAY(P),@ALGN(P),@BMRN(P),@CHKP(P),@INCY(P),@SWKS(P),@SPLK(P),@AAL(P),@CDW(P),@CPRT(P),@EXPE(P),@MXIM(P),@TTWO(P),@TCOM(P),@UAL(P),@NTAP(P),@ULTA(P),@WDC(P),@FOXA(P),@LBTYA(P),@GOOG(P),@ASML(P),@FOX(P),@LBTYK(P)
8/21/2019,212.64,138.79,1823.54,183.55,1191.58,47.15,132.34,48.77,297.8101,44.11,171.23,291.53,275.6799,203.94,109.82,78.18,64.13,220.83,392.1299,287.5,126.04,96.32,54.3,76.7,276.24,186.4,107.56,169.69,501.28,31.7,233.18,1955.75,30.74,44.17,297.78,49.04,65.34,50.9,46.83,290.5,25.27,253.36,108.59,107.9,94.04,45.44,145.95,207.99,63,40.38,128.35,58.03,105.7,61.94,629.8301,183.33,103.36,384,65.04,208.07,158.68,193.75,114.84,218.04,69.69,92.71,96.08,30.77,141.9,82.52,131.84,106.09,71.78,267.6499,621.3401,280.96,89.02,79.97,6.16,190.92,176.39,78.22,109.21,86.07,77.58,128.46,26.42,115.88,76.87,130.89,54.94,134.21,34.7,85.29,46.89,328.1201,56.35,33.41,26.26,1191.25,217.03,33.15,25.93
8/22/2019,212.46,137.78,1805.6,182.04,1191.52,46.78,132.66,48.18,296.9299,43.77,171.48,287.6899,279.9199,203.42,108.77,77.79,64.22,222.15,391.25,287.6201,125.21,96.49,54.51,77.15,275.71,184.24,108.16,169.53,500.27,31.9,232.06,1952.47,29.49,44.78,295.02,49.08,66.14,50.95,47.03,288.5801,25.62,247.11,108.63,105.45,94.62,45.52,145.21,210.46,63.28,40,128.19,57.19,107.4,61.2,619.3999,183.97,103.29,382.1799,64.44,205.2,158.05,194.3,123.49,217.1,69.81,92.99,97.21,30.73,143.57,82.24,139,104.43,71.68,264.52,616.03,279.8799,89.58,78.36,6.16,193.37,178.97,77.4,108.98,85.56,76.92,118.41,26.53,116.52,76.24,130.77,54.61,132.39,33.32,85.56,46.78,334.8701,56.94,33.05,26.14,1189.53,215.26,32.82,25.67
8/23/2019,202.64,133.39,1749.62,177.75,1153.58,44.96,130.27,46.61,291.4399,42.43,162.44,282.4399,274.01,199.08,106.04,76.48,62.51,211.4,385.51,272.1299,120.29,94.7,53.63,73.52,278.74,180.18,104.68,164.8,484.5801,29.54,225.85,1898.67,28.77,42.96,286.8501,47.33,64.62,49.32,45.12,279.4399,25.33,247.23,104.17,101.85,92.91,44.88,143.99,200.39,62.45,38.7,125.1,56.08,102.95,60,598.1799,180.03,97.99,377.3401,62.53,200.52,154.61,189.21,115.33,210.71,66.81,91.46,95.16,29.66,139.16,79.72,135.05,100.97,67.93,256.04,607.0801,270.4399,84.58,76.29,5.99,192.13,175.04,75.76,106.8,81.91,73.55,118.56,25.42,112.23,73.68,127.52,52.15,128.81,32.14,82.53,45.43,322.1001,54.63,31.75,25.58,1151.29,210.5,31.44,25.12
8/26/2019,206.49,135.45,1768.87,180.36,1171.18,45.56,133.74,47.1,294.98,43.35,165.45,288.74,278.46,205.41,107.66,78.06,63,215,396.78,277.22,121.67,96.5,54.46,72.91,282.77,180.64,106.38,166.81,491.0901,30.28,223.76,1916.81,29.74,43.43,284.73,48.69,65.03,50.04,45.61,282.28,25.58,248.93,106.03,103.8,94.38,45.68,147.8,201.34,63.54,39.4,126.23,56.65,104.56,59.87,602.6201,182.35,98.71,378.6499,63.19,202.99,157.36,192,111.66,211.8,67.79,92.19,95.87,29.73,141.29,80.45,136.62,101.79,68.52,260.3401,617.72,277.1299,84.73,76.08,6.08,193.86,175.19,75.57,106.52,82.81,73.75,112.54,25.19,112.77,73.78,128.5,52.55,130.49,31.86,83.58,46.56,330.22,54.64,32.08,25.87,1168.89,213.99,31.71,25.3
8/27/2019,204.16,135.74,1761.83,181.3,1170.82,45.79,134.76,46.79,291.03,43.6,161.8,289.45,292.3799,206.49,107.45,77.12,63.31,214.08,398.49,275.5701,122.18,96.09,54.42,73.97,283.21,178.25,106.98,166.85,495.02,30.2,220.79,1919.99,29.92,42.44,281.4099,51.09,64.41,49.45,45.51,285.02,25,256.54,107.05,103.84,94.06,46.24,150.21,199.77,63.99,39,125.35,56.57,102.58,59.7,594.1299,180.11,98.72,376.9199,63.43,203.79,158.91,191.26,110.16,211.04,67.11,92.41,96.75,29.7,142.42,80.66,136.69,100.22,68.19,261.1499,612.6101,284.77,84.35,74.78,6.06,188.35,173.8,74.68,106.72,80.26,72.87,112.97,24.45,112.58,74.63,128.46,52.76,130.84,31.39,81.94,46.51,323.77,52.66,31.93,25.81,1167.84,214.07,31.62,25.14
8/28/2019,205.53,135.56,1764.25,181.76,1173.75,45.79,135.19,46.87,291.77,43.77,161.22,282.1299,294.49,207.52,107.47,77.06,63.64,215.59,400.5,276.0601,122.74,97.07,54.88,74.35,281.9399,178.34,106.75,167.22,501.25,30.78,221.07,1942,30.3,43.15,287.6399,50.21,65.39,49.95,45.9,281.6201,25.17,250.49,108.03,103.59,92.4,46.43,140.08,203.28,63.98,40.09,125.34,58.08,104.56,60.24,588.1499,182.7,100.28,383.72,63.89,203.78,159.78,192.31,111.27,204.14,66.82,92.12,99.6,29.87,143.56,81.03,136.75,100.83,68.58,262.1799,612.4199,285.5601,84.88,73.23,6.13,185.31,177.31,73.69,105.78,81.35,73.37,110.57,25.33,111.73,75.01,129.38,52.76,131.22,31.68,82.45,46.82,330.3799,53.44,31.79,25.97,1171.02,215.75,31.56,25.32
8/29/2019,209.01,138.12,1786.4,185.57,1194.24,46.87,136.02,47.27,296.78,44.17,167,286.6299,296.5701,206.98,109.21,78.01,63.75,221.71,407.24,283.3701,123.57,97.7,55.28,76.45,286.9399,178.98,107.64,169.44,508.1599,31.45,220.16,1957.14,30.74,44.67,290.5701,50.96,66.51,50.4,47.31,285.0601,25.33,253.68,109.02,104.83,93.03,46.75,142.63,207.66,64.6,40.53,125.73,57.61,107.11,61.38,593.49,186.06,101.56,385.4399,65.38,205.96,160.78,195.5,112.17,209.18,69.02,92.76,97.67,30.54,146.37,81.86,141.31,103.45,69,264.6001,614.1001,289.29,86.57,73.08,6.21,187.65,179.95,74.61,107.46,82.44,74.95,112.41,26.32,114.7,75.74,130.01,53.94,132.4,31.87,84.69,47.9,337.45,55.08,32.74,26.4,1192.85,219.74,32.45,25.75
8/30/2019,208.74,137.86,1776.29,185.67,1190.53,47.41,136.73,46.81,293.75,44.26,167.51,284.51,294.76,208.62,109.05,78.05,63.54,225.61,409.5901,282.6399,123.75,96.56,55.22,77.77,288.3601,180.02,106.94,169.84,511.3401,31.45,219.75,1966.41,30.5,45.27,290.05,50.6,67.02,51.19,48.02,281.3401,25.52,255,109.83,104.47,93.68,47.26,142.82,210.51,64.22,40.29,126.06,58.67,106.01,61.39,594.6001,184.67,102.14,383.76,65.56,203.85,161.54,197.97,100.76,206.56,68.48,92.98,101.53,30.62,147.9,81.7,141.81,104.06,68.91,263.8,614.8701,289.74,86.33,72.64,6.17,177.28,183.11,75.06,107.7,81.82,75.27,111.82,26.31,115.5,75.39,130.1,54.54,131.97,32.38,84.31,48.06,237.73,57.27,33.17,26.72,1188.1,222.61,32.8,26.12
9/2/2019,208.74,137.86,1776.29,185.67,1190.53,47.41,136.73,46.81,293.75,44.26,167.51,284.51,294.76,208.62,109.05,78.05,63.54,225.61,409.5901,282.6399,123.75,96.56,55.22,77.77,288.3601,180.02,106.94,169.84,511.3401,31.45,219.75,1966.41,30.5,45.27,290.05,50.6,67.02,51.19,48.02,281.3401,25.52,255,109.83,104.47,93.68,47.26,142.82,210.51,64.22,40.29,126.06,58.67,106.01,61.39,594.6001,184.67,102.14,383.76,65.56,203.85,161.54,197.97,100.76,206.56,68.48,92.98,101.53,30.62,147.9,81.7,141.81,104.06,68.91,263.8,614.8701,289.74,86.33,72.64,6.17,177.28,183.11,75.06,107.7,81.82,75.27,111.82,26.31,115.5,75.39,130.1,54.54,131.97,32.38,84.31,48.06,237.73,57.27,33.17,26.72,1188.1,222.61,32.8,26.12
9/3/2019,205.7,136.04,1789.84,182.39,1169.55,46.98,137.46,46.5,289.29,43.88,164.17,282.45,292.05,205.52,106.75,77.13,62.97,225.01,411.8101,274.05,121.74,96.77,55.64,75.12,284.2,178.7,105.84,167.21,493.9399,30.9,217.44,1941.78,29.45,44.99,285.1201,51.06,66.35,50.43,47.61,272.1799,26.06,258.4299,106.38,102.56,94.83,47.92,141.15,212.94,65.53,39.74,124.27,57.64,105.02,61.48,581,179.54,99.17,383.8601,64.24,202.15,161.74,195.66,95.18,206.01,68.14,92.9,101.99,29.72,149.93,81,139.27,100.4,67.39,259.9299,611.8501,286.0801,84.89,70.18,6.16,174.98,177.91,73.31,106.53,80.06,74.17,108.22,26.51,116.02,74.76,128.78,53.75,131.66,31.58,83.15,47.41,237.41,57.47,32.77,26.72,1168.39,220.02,32.43,25.94
9/4/2019,209.19,137.63,1800.62,187.14,1182.27,48.92,139.15,47.32,291.52,45.52,168.76,284.6001,296.1201,206.32,108.73,77.61,63.27,220.68,419.47,283.02,124.59,96.11,56.2,77.09,286.3101,176.83,106.29,169.71,496.22,30.95,219.29,1958.79,29.88,46.81,286.5,53.5,67.5,51.43,49.51,271.71,26.26,268.3799,109.19,102.54,97.95,48,144.34,221.6,65.82,39.64,125.69,58.06,105.97,62.41,590,180.7,101.85,388.6101,65.46,203.53,162.84,196.52,97.53,212.49,68.5,93.17,105,29.96,150.65,82.39,141.52,102.29,67.28,264.01,614.1499,288.8999,86.52,71.4,6.21,173.67,176.38,72.74,106.26,77.62,76.02,109.7,27,118.06,75.66,128.7,55.43,132.74,32.87,83.91,49.15,228.76,59.33,33.56,27.28,1181.41,227.27,33.21,26.69
9/5/2019,213.28,140.05,1840.72,190.9,1212.19,50.1,135.98,48.42,293.25,46.41,179.74,287.75,296.97,207.65,111.46,77.83,64.06,229.58,422.05,291.02,126.81,95.56,56.14,78.99,292.3101,179.86,108.7,173.27,508.1699,31.5,223.96,1994.44,30.84,49.03,289.3701,54.58,68.06,52.33,50.35,271.78,26.59,271.0601,113.02,104.12,97.45,48.12,148.22,226.74,65.15,40.8,128.46,58.77,109.36,64.26,605.6899,188.41,106,396.5801,68.2,206.58,163.54,197.69,100.28,218.09,70.61,94.35,107.63,31.06,151,83.8,145.95,105.3,67.85,267.24,613.1899,289.9299,88.83,71.35,6.28,175.9,177.11,73.1,108,79.27,79.33,110.68,27.69,118.47,80.61,131.55,56.65,131.35,34.1,85.84,51.76,236.71,61.95,34.25,26.98,1211.38,237.09,33.91,26.07
9/6/2019,213.26,139.1,1833.51,187.49,1206.32,50.92,137.37,48.84,290.1699,46.35,178.65,284.9399,303.76,207.73,110.05,79.15,64.82,227.45,425.72,291.9099,127.09,95.74,56.63,78.84,287.8,181.33,108.62,173.25,505.26,30.56,224.57,1967.63,31.08,48.97,292,54.58,67.52,52.56,50.1,270,27.28,278.8101,112.67,102.59,98.53,48.12,150.35,227.92,64.8,40.37,129.43,57.17,109.18,64.45,597.79,203.14,105.81,399.73,68.34,207.57,164.58,197.75,103.84,217.59,70,94.41,109.62,31.56,150.98,84.07,145.51,105.94,67.36,266.1899,616.01,288.47,90.52,70.46,6.25,172.3,175.06,72.13,107.44,79.24,79.87,110.36,27.79,118.39,81.38,131.71,56.92,130.76,34.93,86.3,51.98,233.1,62.24,34.23,27.26,1204.93,238.56,33.87,26.53
9/9/2019,214.17,137.52,1831.35,188.76,1205.27,51.59,136.4,48.58,294.3401,46.42,180.5,279.3,299,202.34,105.43,79.13,66.33,231.79,419.78,292.6101,127.1,94.16,56.48,78.21,275.8999,174.81,106.68,168.05,496.6899,30.5,230,1992.25,31.48,49.13,279,55.19,69.05,55.59,50.66,266.8401,28.08,280.3401,112.87,105.06,98.68,48.03,151.02,230.34,63.39,41.4,129.91,57.23,108.49,64.18,571.1299,194.39,107.39,402.6201,70.47,201.88,160.2,195.53,106.4,214.58,68.41,94.97,108.9,32.07,150.51,81.81,141.26,105.51,66.5,255.66,578.7,267.2,91.87,67.79,6.29,171.04,173.16,71.93,109.89,78.97,79.72,109.48,28.44,117.51,82.29,131.21,57.58,132.17,35.11,87.33,54.78,226.16,62.75,34.3,27.44,1204.41,241.33,33.99,26.75
9/10/2019,216.7,136.08,1820.55,186.17,1205.7,51.82,135.86,49.21,287.99,46.45,183.18,276.1399,297,196.87,103.05,78.38,67.08,235.54,421.3401,294.4399,127.04,90.35,54.33,78.71,267.5601,171.01,103.69,164.33,502.3,30.23,233,2018.76,30.87,49.39,283.72,56.03,70.69,56.88,50.19,276.04,28.96,272.72,113.98,110.4,99.5,48.35,148.05,231.94,62.99,40.27,131.69,57.76,108.16,64.74,549.1699,193.26,107.86,407.6799,71.91,196.71,155.12,189.69,109.6,210.38,65.77,95.76,109.93,32.79,148.75,80.74,135.25,106.72,67.35,248.97,579.73,267.6299,92.57,68.65,6.36,173.89,177.8,73.59,111.28,77.91,80.3,112.71,29.12,111.5,80.96,130.17,58.34,128.4,34.17,87.56,54.51,231.42,62.27,34.3,27.72,1206,241.67,34.22,27.14
9/11/2019,223.59,136.12,1822.99,188.49,1220,52.79,136.36,50.03,288.27,46.4,184.33,277.78,290.6899,195.84,104.02,79.74,68.08,247.1,425,298.01,128.58,90.98,54.51,79.9,266.1299,173.11,102,161.14,522.8201,29.76,235.96,2050.16,31.07,50.48,283.3301,54.91,70.97,58.06,51.56,289.6599,29.28,275.6799,115.04,111.79,99.11,48.73,154.67,234.01,63.25,39.9,133.09,56.87,108.31,65.36,560.8799,196.41,110,404.77,72.32,190.75,155.11,191.74,108.9,214.59,65.47,96.5,111.36,33.5,150.65,81.25,134.64,105.05,68.33,246.02,571.25,270.99,95.42,70.85,6.49,172.56,179.77,72.4,112.61,78.48,83.51,113.89,29.76,112.81,80.75,130.55,59.77,122.62,36.12,88.38,56.22,228.15,64.3,34,27.69,1220.17,245.24,33.97,26.95
9/12/2019,223.085,137.52,1843.55,187.47,1234.97,53.01,137.29,49.93,288.8601,46.97,184.27,278.02,289.8899,194,107.1,79.69,66.36,245.87,425,300.5801,130.22,92.06,54.81,79.08,268.25,172.45,103.89,160.41,523.1201,30.21,232.31,2041.41,31.52,50.44,284.1799,55.45,71.55,55.56,51.25,297.52,29.03,273.54,116.21,111.5,98.34,47.88,155.69,234.87,63.07,40.29,132.51,57.45,109.36,64.84,571.73,198.73,110.03,393.8999,71.19,191.18,157.43,194.69,108.26,211.08,66.15,96.53,111.94,33.63,149.61,81.69,137.39,105.03,68.01,246.51,583.6699,271.05,95.47,70.88,6.45,170.38,174.62,72.8,111.32,76.07,82.33,113.91,29.94,114.32,80.88,131.65,59.78,126.24,34.83,89.38,56.36,226.16,64.7,33.79,28.27,1234.25,246.83,33.7,27.42
9/13/2019,218.75,137.32,1839.34,187.19,1240.03,52.54,136.44,50.03,294.1499,46.88,181.94,278.3501,291.8999,195.47,107,79.4,66.52,245.2,425.52,290.3201,129.61,90.48,54.08,78.41,265.22,174.94,102.6,159.74,523.22,30.69,236.63,2063.9,31.23,50.5,281.6201,55.95,72.47,55.99,51.35,300.9099,29.25,275.27,116.52,110.54,98.48,47.27,153.48,235.56,62.61,40.37,133.99,58.86,109.13,64.33,566.8301,195.18,110.73,390.8501,71.53,188.74,155.76,194.7,107.4,212.13,65.54,95.95,112.86,33.64,150.32,81.62,134.64,105.24,67.85,246.68,570.1101,265.47,95,70.63,6.39,167.59,177.47,72.65,111.88,76.43,82.14,113.65,29.95,111.71,81.81,132.3,59.59,125.1,36.01,91.35,56.57,226.86,64.6,33.83,28.39,1239.56,248.99,33.71,27.51
9/16/2019,219.9,136.33,1807.84,186.22,1231.63,52.2,134.88,49.96,294.29,46.27,180.21,282.9299,288.6899,194.08,106.52,79.56,65.88,242.81,423.25,288.6599,128.36,89.42,54.05,78.04,265.8201,177.55,103.62,158.17,523.6399,30.83,236.12,2072.95,30.85,50.15,285.8899,55.78,72.39,55.34,50.92,300.8899,29.62,270.3799,115.26,110.98,99.12,47.38,153.87,234.94,62.83,40.3,130.48,59.23,107.59,63.99,554.05,193.7,107.57,380.4399,70.95,189.55,156.52,195.01,108.54,212.13,65.73,96.64,109.56,33.46,151.19,81.06,133.24,104.39,67.76,247.46,579.5601,265.6399,94.45,71.11,6.37,173,179.37,74.21,111.01,78.34,81.98,114.82,27.77,113,82.18,131.28,59,128.63,35.63,88.76,56.84,225.45,62.99,33.6,28.04,1231.3,246.21,33.49,27.08
9/17/2019,220.7,137.39,1822.55,188.08,1229.88,51.95,135.7,49.41,298.6001,46.67,181.07,284.6899,291.4099,196.72,107.5,80.21,66.17,244.79,425.1499,288.8301,129.56,90.75,54.7,78.69,268.54,176,104.82,158.83,530.1699,30.99,238.7,2077.44,31.17,50.84,288.1201,55.35,71.18,54.84,51.2,298.27,28.36,270.1599,115.28,109.04,98.42,47.29,153.67,236.78,63.73,40.53,130.56,57.99,108.14,64,549.98,195.47,107.76,391.5701,70.89,191.2,158.65,198.64,107.83,216.13,67.35,95.72,111.04,33.57,152.6,82.55,136.7,104.28,68.14,249.95,597.73,271.8601,93.76,71.95,6.47,175.07,177.65,75,110.69,79.1,80.95,118.74,28.64,113.8,83.44,132.69,58.7,130.91,35.24,89.98,56.54,233.85,63.91,32.86,27.43,1229.15,248.1,32.82,26.6
9/18/2019,222.77,138.52,1817.46,188.14,1232.65,51.74,135.5,49.34,291.5601,46.94,179.98,279.72,292.4299,195.04,105.6,80.12,65.72,243.49,425.4199,287.74,129.31,90.96,54.72,78.9,268.27,174.52,104.34,157.77,530.77,30.42,235.17,2058.37,31.04,50.48,285.0601,55.12,71.15,54.41,52.09,303.01,28.41,270.02,116.56,108.4,98.28,47.94,151.11,237.64,64.01,40.36,130.19,58.36,108.71,63.51,542.52,195.36,107.82,390.49,70.75,189.9,159.33,198.69,102.98,217.59,67.79,96.72,112.26,32.87,157.98,82.77,136.5,104.92,67.57,249.67,591.0901,272.73,93.57,72.83,6.39,175.51,175.8,75.5,111.09,78.54,80.24,116.93,28.6,120.38,82.57,133.81,58.79,129.76,34.03,90.23,54.93,229.34,63.56,32.64,27.35,1232.41,249.79,32.5,26.66
9/19/2019,220.96,141.07,1821.5,190.14,1238.75,51.57,135.48,49.19,286.6001,46.68,176.94,281.26,287.8301,195.65,106.12,81,65.96,246.6,427.4199,290.6399,128.83,91.56,55.04,78.23,270.02,176.14,104.91,159.35,529.45,30.29,235.62,2058.57,31.05,49.82,286.1499,55.01,70.79,54.57,51.68,305.2,28.15,271.23,115.88,107.77,99.69,47.8,153.38,236.86,64.26,40.4,129.55,58.79,108.61,63.47,549.3101,193.61,108.36,389.9299,70.35,191.09,158.7,198.2,105.67,219.05,66.92,96.45,111.74,32.4,157.22,82.5,137.13,103.62,67.68,251.42,598.6101,273.79,92.49,72.78,6.34,172.74,180.36,76,108.18,78.12,79.27,121.88,28.3,121.8,82.23,134.48,58.48,130.59,33.2,89.42,54.43,230.07,62.65,32.04,27.1,1238.71,249.59,31.97,26.3
9/20/2019,217.73,139.44,1794.16,189.93,1229.84,50.72,134.71,49.6,270.75,46.36,172.69,277.9099,286.3601,196.94,104.64,80.59,66.42,240.62,420.3501,284.26,126.67,90.07,54.65,76.44,269.1799,178.12,104.08,159.3,531.1599,30.05,238.79,2031.57,30.94,49.16,295.8701,54.76,68.62,55,50.96,309.5701,28.14,269.4399,115.33,105.16,98.7,48.45,153.34,235.31,64.62,40.36,126.97,58.35,104.75,61.8,547.97,189.3,104.8,398.8601,70.32,190.69,158.42,196.37,106.32,216.57,66.01,96.97,111.07,31.86,155.5,82.54,135.72,96.55,68.44,253.78,595,274.1699,90.45,74.01,6.26,174.97,186.54,74.95,108.9,81.21,79.75,121.6,27.99,121.06,82.58,134.18,56.95,130.56,33.08,89.09,54.1,228.75,60.68,32.27,26.07,1229.93,245.79,32.08,25.09
9/23/2019,218.72,139.14,1785.3,186.82,1234.69,50.9,135.44,49.42,265.9199,46.215,174.84,277.4399,287.5701,197.76,105.11,79.96,65.73,241.23,421.51,285.46,127.77,90.81,54.61,77.24,269,175.88,105.04,159.7,527.96,30.64,239.96,2009.41,30.33,49.6,294.7,54.18,68.86,54.32,51.76,305.8301,28.2,266.7,114.29,102.37,98.18,48.31,152.37,238.24,64.6,40.24,125.85,59.12,107.03,60.825,540.0901,195.18,106.05,397.8799,70.38,189.82,157.32,197.4,104.62,216.73,65.97,96.25,113.42,32.28,157.58,82.2,137.11,98.05,68.58,254.65,595,275.79,91.92,74.71,6.29,174.45,183.89,73.54,108.44,77.64,79.84,122.74,27.5,119.34,81.795,132.37,57.94,125.73,32.04,88.21,54.53,237.31,60.99,32.27,25.4,1234.03,248.48,32.18,24.56
9/24/2019,217.68,137.38,1741.61,181.28,1218.33,49.82,135.36,49.12,254.59,45.71,172.53,272.47,287.9099,196.55,103.69,79.36,64.56,223.21,417.53,282.3101,125.81,89.92,55.05,75.23,264.8501,172.52,103.76,160.03,541.46,29.52,236.2,1990.64,29.41,48.51,289.71,53.96,68.63,53.63,51.16,295.28,27.93,263.1001,110.96,97.61,97.36,48.8,149.13,235.86,65.43,39.555,122.27,58.81,107.64,59.92,537.29,193.85,103.9,394.6699,68.19,186.78,157.47,197.3,100.32,213.86,65.16,95.16,113.37,31.7,156.5,81.67,136.48,96.12,68.33,252.14,586.77,272.1299,90.64,73.71,6.23,167.51,183.05,72.12,106.17,76.95,79.72,118.93,26.995,118.66,81.69,132.6,57.15,125.08,31.75,88.3,52.96,239.48,59.58,31.59,24.74,1218.76,246.39,31.53,23.94
9/25/2019,221.03,139.36,1768.33,182.8,1245.94,51.02,135.09,49.605,264.75,45.83,178.23,277.4299,288.51,196.06,104.14,79.81,64.2,228.7,416.6599,275.77,127.74,90.35,55.19,77.26,266.4299,171.5,103.94,161.68,545.01,29.54,235.9,1993.53,29.99,49.47,286.6499,54.94,68.87,54.36,51.93,300.1499,28.14,265.3201,112.68,102.8,97.63,49.01,147.43,241.6,65.05,39.24,123.03,58.37,108.24,60.19,551.8701,193.02,108.22,394.78,68.41,189.93,157.8,196.8,100.4,215.64,66.13,95.97,112.95,32.1,160.59,82.26,139.39,97.19,68.23,266.6201,595.0601,274.8,93.01,73.62,6.315,169.98,183.63,71.78,107.75,75.07,80.99,117.54,27.44,121.52,81.04,133.6,58.74,127.24,32.15,89.17,53.81,235.54,61.05,32.01,25.395,1246.52,247.53,32,24.435
9/26/2019,219.89,139.54,1739.84,180.11,1242.29,50.92,135.72,48.83,263.3101,44.9,177.34,283.8101,288.26,195.38,104.55,79,63.3,242.56,411,276.9099,128.11,89.8,55.69,77.35,269.72,169.55,105.07,163.27,543.29,29.47,230.22,1978.45,29.58,48.6,281.3101,54.22,69.42,54.08,52.15,298.6799,28.01,273.3501,113.14,105.07,96.62,49.18,149.07,242.83,65.57,38.925,121.67,57.77,107.85,59.655,549.8601,191.54,108.41,396.1599,68.76,191.19,159.29,198.02,98.7,220.08,66.58,95.84,112.46,31.99,161.95,82.57,140.74,97.24,68.36,268.02,594.5801,275.0601,92.37,72.63,6.26,174.44,178.99,71.22,109.12,73.76,80.36,119.57,27.19,123.4,80.91,132.87,58.36,126.77,29.81,88.45,53.69,236.31,61.8,31.45,24.67,1241.39,248.04,31.47,23.79
9/27/2019,218.82,137.73,1725.45,177.1,1225.95,50.78,135.6,48.84,263.0801,44.81,171.76,277.54,285.95,194.94,102.2,77.56,62.9,242.13,406.21,274.1399,127.14,88.37,55.39,76.63,263.1899,166.74,102.61,160.43,533.73,28.72,230.22,1944.25,27.82,43.21,273.46,52.33,68.91,54.41,49.43,301.28,27.84,260.6899,111.04,101.21,95.67,48.58,145.19,230.08,65.36,38.37,120.77,57.81,109.05,58.75,541.52,189.72,106.53,394.48,69.01,187.25,155.59,192.7,97.77,217.09,65.2,95.81,114.3,32.23,158.48,81.52,136.21,95.95,68.37,266.1299,576.28,272.48,91.29,76,6.205,168.65,175.84,68.31,108.17,72.82,77.47,118.06,27.01,121.79,79.71,132.17,57.22,123.97,29.02,88.14,53.91,244.4,60.49,31.44,24.705,1225.09,243.71,31.48,23.84
9/30/2019,223.97,139.03,1735.91,178.08,1221.14,51.53,137.1,49.41,267.6201,45.08,174.07,276.25,288.1101,193.51,103.59,78.77,63.38,240.87,412.1201,276.0701,129.24,88.42,55.32,76.28,265.9399,169.42,103.59,161.42,539.9299,28.99,232.82,1962.61,28.21,42.85,277.3999,52.92,69.27,55.31,49.9,304.22,27.935,266.1799,111.73,102.76,97.82,48.31,147.7,231.11,64.89,38.98,124.37,58.06,109.85,60.265,551.23,192.53,109.12,398.51,70.01,188.63,158.14,192.97,97.94,221.36,66.08,96.52,114.16,32.67,159.45,82.77,137.25,95.9,68.17,268.1001,593.2,271.9299,92.91,85.4,6.255,169.96,180.92,67.4,109.5,74.23,79.25,117.86,26.97,123.24,80.33,134.41,57.91,125.34,29.29,88.41,52.51,250.65,59.64,31.535,24.75,1219,248.42,31.54,23.79
10/1/2019,224.59,137.07,1735.65,175.81,1206,50.76,137.37,47.74,269.5801,44.52,174,272.71,283.9299,193.19,102.53,78.2,63.22,244.69,405.6001,274.8501,128.59,86.51,54.64,75.47,264.3,167.58,103.15,160.43,528.6001,28.76,227.2,1978.03,28.19,42.3,276.47,52.9,67.02,54.7,50.02,296.02,27.34,262.75,109.78,102,96.75,47.98,145.71,230.39,64.95,38.54,123.4,56.42,109.3,60.62,550.4299,192.69,108.97,400.6699,67.54,183.95,156.45,187.93,97.79,216.73,65.29,96.03,113.25,31.17,158.29,81.89,135.99,92.04,67.46,262.3899,597.1499,268.98,92.92,86,6.18,168.74,182.3,64.76,107.43,73.96,77.41,117.07,26.8,121.12,79.53,133.91,56.83,122.91,29.84,87.84,51.99,265.99,58.59,31.24,24.24,1205.1,245.39,31.18,23.41
