Code,@AAPL(P),@MSFT(P),@AMZN(P),@FB(P),@GOOGL(P),@INTC(P),@PEP(P),@CSCO(P),@NFLX(P),@CMCSA(P),@NVDA(P),@ADBE(P),@COST(P),@AMGN(P),@PYPL(P),@TMUS(P),@GILD(P),@TSLA(P),@CHTR(P),@AVGO(P),@TXN(P),@SBUX(P),@MDLZ(P),@QCOM(P),@INTU(P),@VRTX(P),@FISV(P),@ADP(P),@ISRG(P),@AMD(P),@BIIB(P),@BKNG(P),@JD(P),@MU(P),@REGN(P),@ATVI(P),@CSX(P),@WBA(P),@AMAT(P),@ILMN(P),@KHC(P),@NTES(P),@ADI(P),@BIDU(P),@EA(P),@EXC(P),@ADSK(P),@LRCX(P),@XEL(P),@EBAY(P),@MAR(P),@MNST(P),@ROST(P),@CTSH(P),@MELI(P),@LULU(P),@NXPI(P),@ORLY(P),@PCAR(P),@VRSN(P),@VRSK(P),@WLTW(P),@ALXN(P),@ANSS(P),@CDNS(P),@CTXS(P),@DLTR(P),@FAST(P),@KLAC(P),@PAYX(P),@SNPS(P),@XLNX(P),@CERN(P),@CTAS(P),@CSGP(P),@IDXX(P),@MCHP(P),@SGEN(P),@SIRI(P),@WDAY(P),@ALGN(P),@BMRN(P),@CHKP(P),@INCY(P),@SWKS(P),@SPLK(P),@AAL(P),@CDW(P),@CPRT(P),@EXPE(P),@MXIM(P),@TTWO(P),@TCOM(P),@UAL(P),@NTAP(P),@ULTA(P),@WDC(P),@FOXA(P),@LBTYA(P),@GOOG(P),@ASML(P),@FOX(P),@LBTYK(P)
5/12/2016,90.34,51.51,717.9299,120.28,728.0701,29.76,106.1,26.67,87.74,31.13,35.57,95.96,146.72,152.9,39.51,40.72,82.76,207.28,236.629,141.04,57.16,56.3,44.85,51.51,102.21,82.1,52.62,86.54,211.0998,3.59,241.9821,1282.25,22.11,9.63,365.6399,37.91,25.54,79.87,19.63,136.94,86.34,145.8,54.9,161.28,75.01,35.46,58.06,74.9,41.85,23.58,67.97,50.0562,55.09,61.13,127.96,61.62,83.25,265.1299,56.93,84.96,77.81,123.89,139.11,86.5,23.45,66.0407,80.29,22.82,68.82,52.11,48.47,42.92,54.46,91.69,200.41,87.15,47.33,32.95,3.91,71.05,75.72,79.79,81.62,70.54,61.66,47.04,31.33,41.62,21.625,112.94,35.92,36.29,43.08,43.78,22.99,207.43,36.36,NA,32.346,713.3101,91.53,NA,31.5206
5/13/2016,90.52,51.08,709.9199,119.81,724.8301,29.91,104.18,26.53,87.88,30.92,40.98,95.97,144.5,152.35,39.48,40.64,82.7,207.61,237.3147,140.05,57.12,55.82,44.36,51.32,102.03,81.38,51.925,85.76,209.6031,3.67,241.3558,1278.64,22.64,9.56,369.46,38.29,25.12,78.61,19.61,136.92,85.13,153.4,54.72,159.75,75.2,34.94,57.87,74.34,41.71,23.78,66.88,49.5362,54.32,61.35,127.53,61.58,83.07,258.22,56.02,84.72,77.08,122.97,139.74,85.83,23.68,65.4912,77.63,22.74,68.6,51.71,47.91,43.24,53.74,91.52,197.61,86.67,47.16,32.95,3.89,70.65,76.08,82.71,82.42,73.21,60.75,46.6,31.51,41.35,21.365,111.92,35.98,36.96,43.01,43.84,23.04,205.2,35.44,NA,32.0756,710.8301,91.3,NA,31.4426
5/16/2016,93.88,51.83,710.6599,118.67,730.3,30.39,104.13,26.97,89.12,31,42.19,97.23,145.79,153.27,39.3,40.62,83.61,208.29,225.1713,142.65,58.02,55.53,44.52,51.91,103.73,82.14,52.125,86.7,211.7564,3.79,245.2521,1283.47,23.37,9.68,391.95,39.39,25.23,78.87,19.85,140.4,85.87,161.62,55.43,167.96,76.62,34.72,59.08,73.46,41.75,23.8,67.71,50.2395,55.74,61.81,128.7,60.76,84.97,261.8401,57.01,85.15,77.9,123.91,144.57,86.49,23.95,66.0885,80.03,22.86,67.9,52.06,48.61,43.51,54.46,91.74,197.69,88.46,47.95,34.23,3.91,72.41,76.98,86.47,82.99,76.47,62.42,47.92,32.12,42.09,21.73,111.92,36.36,36.89,44.29,44.59,23.39,208.13,35.57,NA,33.2881,716.49,95.83,NA,32.6138
5/17/2016,93.49,50.51,695.27,117.35,720.1899,29.98,102.37,26.65,88.63,30.215,42.28,95.93,143.6,150.11,39.065,40.72,82.76,204.66,224.9059,141.17,57.43,54.88,43.25,51.99,102.15,80.71,51.575,85.35,207.1264,3.79,242.7283,1278.02,23.88,9.67,386.3799,38.12,25.42,76.48,19.64,138.77,82.16,163.49,55.37,171.04,75.135,34.34,57.98,73.14,40.86,23.27,67.255,49.7662,54.52,61.64,130.78,60.9,84.75,254.16,56.4,83.52,76.86,123.41,139.96,85.19,23.56,65.539,77.51,22.6,67.77,51.47,47.78,43.53,53.2,91.27,195.33,87.23,47.78,35.85,3.89,71.83,75.96,84.05,82.52,75.55,62.31,48.95,32.64,41.54,21.575,111.62,35.45,36,44.085,45.05,23.59,204.44,36.75,NA,32.455,706.23,94.3,NA,31.7375
5/18/2016,94.56,50.81,697.45,117.65,721.78,29.99,100.91,26.72,90.5,30.19,43.36,96.7,141.29,150.83,38.98,40.68,82.88,211.17,227.41,143.88,58.01,54.8,43.24,52.79,102.7,81.71,51.23,85.6,208.4031,3.84,243.4375,1267.27,23.6,10.05,390.28,38.47,25.75,76.54,19.92,140.23,81.18,163.56,55.82,169.45,74.49,33.85,57.76,73.97,40.09,23.69,65.71,49.6062,54.31,62.02,132.5,60.07,87.03,255.63,55.23,83.7,76.66,125.27,142.33,85.22,23.92,65.8894,75.33,22.695,68.21,51.73,48.36,43.93,53.4,91.14,197.22,88.33,48.33,38.02,3.89,72.72,76.03,87.16,83.21,77.53,63.57,50.21,32.61,42.08,21.65,110.77,35.87,35.68,43.77,45.27,23.83,206.45,38.46,NA,31.9796,706.6299,94.52,NA,31.1909
5/19/2016,94.2,50.32,698.52,116.81,715.3101,29.63,101.33,27.57,89.55,30.125,43.55,95.88,142.7,148.67,37.65,40.81,82.14,215.21,227.57,142.74,57.23,54.55,43.27,52.76,101.42,81.01,50.89,85.14,207.9297,3.77,238.3069,1250.31,23.11,10.07,383.3,37.8,25.55,76.21,19.91,138.03,83,161.23,55.7,168.51,73.5,34.18,57.52,73.32,40.51,23.42,64.97,49.4862,55.52,62.01,131.79,61.1,86.43,255.46,53.34,82.9,76.34,125.12,139.03,85.01,23.77,65.4912,76.91,22.255,67.88,51.71,48.74,43.84,53.62,91.42,195.98,88.18,47.64,37.91,3.91,73.58,75.97,84.75,82.37,76.04,62.8,50.51,32.15,42.21,21.33,108.56,35.69,37.29,42.67,44.01,23.4,207.89,38.37,NA,31.3428,700.3201,93.31,NA,30.8179
5/20/2016,95.22,50.62,702.8,117.35,721.71,30.15,100.1,27.97,92.49,30.88,44.33,96.88,142.69,150.18,37.53,41.7,82.64,220.28,233.11,146.73,58.53,54.62,43.36,54.52,103.03,84.7,51.22,85.47,210.8597,3.87,242.8571,1249.29,23.45,10.8,386,37.53,25.82,77.22,22.66,140.51,82.42,166.81,56.54,170.05,73.11,34.27,56.19,76.68,40.47,23.65,64.98,49.2995,52.49,62.94,133.89,62.49,88.39,256.79,53.39,83.16,77.04,125.57,142.52,86.25,24.55,66.2637,76.89,22.43,69.59,52.03,49.92,44.75,54.56,92.05,197.64,88.97,48.82,38.82,3.94,75.26,77.43,86.45,83.45,77.65,64.56,52.85,32.01,42.69,21.715,110.49,36.45,36.37,43.39,44.49,24.22,208.47,39.56,NA,31.7441,709.74,95.48,NA,31.0001
5/23/2016,96.43,50.03,696.75,115.97,717.25,30.23,100.42,27.94,94.89,30.905,44.4,96.62,142.01,149.3,38.07,41.64,83.33,216.22,225,148.1,58.73,54.6,43.19,54.18,104.62,84.42,50.93,85.25,209.5497,4.04,243.9534,1237.49,22.89,11.14,392.6399,37.73,25.58,76.53,22.9,139.83,82.81,164.2,56.76,169.77,73.24,33.73,56.96,76.82,40.06,23.46,64.86,49.4428,52.4,61.74,132.02,61.94,88.96,253.32,53.19,83.25,76.99,125.95,142.51,86.78,24.38,66.6379,75.56,22.435,69.75,51.73,49.8,44.89,54.14,92.32,198.72,88.12,48.86,39.42,3.91,75.19,77.38,85.51,83.4,80.68,65.81,53.71,31.73,41.86,21.675,110.2,36.6,36.43,42.64,44.2,24.69,206.02,40.46,NA,31.3166,704.24,95.7,NA,30.5489
5/24/2016,97.9,51.59,704.2,117.7,733.03,31.06,101.09,28.47,97.89,31.22,45.36,99.63,142.57,152.72,38.92,41.87,86.22,217.91,228.38,151.42,60.09,55.44,44.15,55.59,107.31,88.42,52.185,87.46,212.8898,4.2,251.405,1256.63,23.79,11.49,397.7,39.02,25.46,77.15,23.49,143.48,84.22,174,58.22,175.91,75.35,33.99,58.46,79.27,40.56,24.05,65.37,50.0362,53.36,62.91,134.6,63.16,91.58,257.5,54.17,84.56,78.79,126.62,146.67,88.63,25.21,68.3979,77.53,22.85,70.99,53.08,51.18,47.45,55.04,94.09,201.36,90.22,49.96,39.97,3.96,76.94,78.78,87.95,86.06,81.27,66.46,54.34,32.15,41.86,22.025,113.17,37.48,38.33,45.42,44.99,25.21,206.59,42.28,NA,31.6656,720.0901,97.52,NA,30.6877
5/25/2016,99.62,52.12,708.3501,117.89,738.1001,31.39,101.09,28.92,100.2,31.3,45.17,99.61,144.54,155.57,38.76,42.12,86.51,219.58,225.6,153.57,60.44,55.15,44.22,55.98,105.02,89.56,51.995,87.52,214.3464,4.18,257.6316,1270.18,22.98,11.6,394.49,38.95,25.83,77.63,23.66,143.55,84.27,173,58.27,176.71,74.94,33.88,58.91,80.62,40.37,24.035,66.2,49.8428,53.41,62.6,134.02,63.15,91.95,263.6299,55.47,84.31,79.18,126.46,149.61,87.98,24.94,66.2079,78.36,22.97,71.73,53.67,51.27,47.12,55.31,93.82,202.47,90.08,50.17,40.27,4,77.82,79,88.81,85.93,83.16,66.27,54.36,32.17,41.97,21.96,113.01,37.54,38.19,44.89,45.13,25.52,211.48,44.15,NA,31.9011,725.27,98.92,NA,30.896
5/26/2016,100.41,51.89,714.9099,119.47,736.9299,31.49,101.9,28.9,102.81,31.145,45.65,99.37,149.71,155.55,38.07,42.63,85.29,225.12,219.04,153.02,60.77,55.29,44.35,55.74,106.83,89.19,52.13,87.7,212.3998,4.35,259.75,1269.02,23.17,11.95,393.54,39.095,25.78,76.78,23.73,143.12,83.81,176.83,58.29,177.67,75.11,34.17,58.11,81.02,40.89,24.12,65.56,50.0028,53.88,62.26,135.01,63.14,91.33,264.1201,55.47,84.76,78.98,126.61,148.17,88.28,24.93,67.5776,88.37,23.04,71.92,53.97,51.34,47.11,54.98,93.95,204,89.74,50.66,39.59,3.98,78,78.74,87.26,85.81,81.78,66.17,54.93,31.51,41.87,24.065,111.82,37.48,38.65,44.68,44.5,24.9,213.69,44.38,NA,31.8575,724.1201,99.41,NA,30.8786
5/27/2016,100.35,52.32,712.24,119.38,747.6001,31.57,101.96,28.92,103.3,31.44,45.9,100.14,149.08,156.74,38.09,42.54,85.82,223.04,219.97,153.3,61.02,55.15,44.78,55.27,107.89,90.38,52.565,88.04,212.2163,4.6,260.4778,1273,24.25,12.31,396.22,39.34,25.89,77,24.44,143.85,84.1,175.79,58.44,185.01,75.7,34.33,59.34,82.97,40.92,24.36,66.31,50.1695,53.92,62.46,135.08,64.69,92.12,265.8799,55.63,84.95,79.26,127.91,150.42,89.06,25.05,68.0873,88.94,23,72.99,54.33,51.75,47.36,55.28,95.09,206.5,90.07,50.99,40.24,3.96,76.03,79.18,89.09,83.6,84.53,66.5,56.34,31.65,41.96,24.435,112.29,37.69,38.8,45.9,45.18,25.31,233.15,44.99,NA,32.5466,732.6599,100.08,NA,31.3471
5/30/2016,100.35,52.32,712.24,119.38,747.6001,31.57,101.96,28.92,103.3,31.44,45.9,100.14,149.08,156.74,38.09,42.54,85.82,223.04,219.97,153.3,61.02,55.15,44.78,55.27,107.89,90.38,52.565,88.04,212.2163,4.6,260.4778,1273,24.25,12.31,396.22,39.34,25.89,77,24.44,143.85,84.1,175.79,58.44,185.01,75.7,34.33,59.34,82.97,40.92,24.36,66.31,50.1695,53.92,62.46,135.08,64.69,92.12,265.8799,55.63,84.95,79.26,127.91,150.42,89.06,25.05,68.0873,88.94,23,72.99,54.33,51.75,47.36,55.28,95.09,206.5,90.07,50.99,40.24,3.96,76.03,79.18,89.09,83.6,84.53,66.5,56.34,31.65,41.96,24.435,112.29,37.69,38.8,45.9,45.18,25.31,233.15,44.99,NA,32.5466,732.6599,100.08,NA,31.3471
5/31/2016,99.86,53,722.79,118.81,748.8501,31.59,101.17,29.05,102.57,31.65,46.72,99.47,148.77,157.95,37.79,42.76,87.06,223.23,218.94,154.36,60.6,54.89,44.49,54.92,106.66,93.15,52.665,87.84,211.5697,4.57,266.8701,1264.33,24.61,12.72,398.9299,39.26,26.43,77.4,24.42,144.83,83.19,177.84,58.5,178.54,76.75,34.27,58.27,82.81,41.37,24.46,66.04,49.9995,53.4,61.44,136.5,65.03,94.49,264.4299,55.75,85.46,79.39,128.02,150.9,89.1,24.72,67.6254,90.54,23.015,72.93,54.22,51.67,47.39,55.61,94.8,206.59,87.57,51.68,40.43,4.02,75.84,78.83,89.65,84.97,84.41,66.76,57.45,31.91,42.56,24.755,111.24,37.96,38.91,45.76,45.09,25.53,233.01,46.54,NA,32.5815,735.72,99.98,NA,31.3471
6/1/2016,98.46,52.85,719.4399,118.78,748.46,31.66,101.57,28.9,101.51,31.865,46.81,100.04,152.52,158.05,38.31,42.62,86.58,219.56,227.5,154.77,61.07,54.82,44.83,54.79,107.2,93.9,52.955,88.12,212.5631,4.43,264.1899,1278,23.79,13.09,404.3101,38.65,26.22,78.1,24.38,145.78,83.95,176.16,58.65,176.53,76.62,34.41,58.3,83.13,41.56,24.07,67.15,50.4662,53.3,61.13,136.34,66.17,94.34,263.54,55.67,85.38,79.44,128.07,152.7,88.37,24.74,68.3342,90.81,23.12,73.13,54.46,51.98,47.37,55.62,94.81,209.16,88.18,51.71,40.83,4.02,77.38,79.22,87.4,84.8,85.18,67.27,58.24,31.95,42.61,24.68,110.6,38.28,38.5,44.32,45.25,25.07,236.68,47.63,NA,32.6164,734.1499,99.85,NA,31.4339
6/2/2016,97.72,52.48,728.24,118.93,744.27,31.76,102,29.08,101.25,31.83,47.14,100.17,151.51,159.87,38.56,43.19,86.72,218.96,227.82,154.91,60.76,54.62,45.07,54.88,108.12,95.82,53.325,88.09,213.1465,4.24,266.8701,1290,23.66,13.11,407.1299,38.69,26.42,79.1,24.52,147.1,84.78,173.6,58.28,175.64,76.58,34.72,58.76,83.63,41.4,24.25,68.52,50.8195,53.69,61.34,137,67.13,93.5,262.6899,56.25,85.32,79.98,128.75,156.77,88.95,24.73,68.8757,91.05,23.255,73.27,54.94,52.4,47.12,55.61,95.47,209.3,88.89,51.72,43.78,4.01,78.18,79.63,91.52,85.77,87.71,66.58,58.47,31.67,42.65,24.73,111.1,38.18,38.9,44.68,45.17,24.99,237.06,48.38,NA,33.5236,730.3999,100.14,NA,32.2494
6/3/2016,97.92,51.79,725.54,118.47,735.8601,31.62,102.53,29.13,99.59,31.78,46.48,98.7,151.71,159.19,38.33,43.63,86.15,218.99,224.95,162.56,60.53,54.61,45.24,54.94,107.45,93.96,53.03,87.33,212.2798,4.16,267.3308,1301.71,22.98,12.86,400.75,37.81,26.64,78.68,24.39,145.54,85.3,175.56,58.11,173.74,76.36,34.96,58.29,83.1,42.19,23.98,68.03,50.9528,53.09,60.12,135.75,67.24,92.07,259.53,54.9,84.61,79.78,127.48,153.89,88.2,24.7,67.9201,91.08,23.1,73.1,54.71,52.03,47.41,55.22,94.99,207.67,88.1,51.81,43.2,4,80.14,78.4,90,84.97,84.96,66.94,57.8,30.81,42.72,24.405,109.99,37.89,38.79,43.84,44.3,24.94,236.57,47.77,NA,33.9511,722.3401,100.85,NA,32.5444
6/6/2016,98.63,52.13,726.73,118.79,730.0601,31.68,102.7,29.1,100.74,31.7,46.24,99.12,152.24,160.19,38.1,43.07,87.6,220.68,221.68,162.84,61.29,55.59,45.12,54.89,108.13,96.09,53.315,87.69,211.8731,4.47,266.9717,1349.1,23.32,12.77,403.8899,37.76,26.5,78.66,24.17,147.6,84.99,174.52,57.09,174.62,76.49,35.02,58.67,82.32,42.05,23.99,67.85,51.4528,52.34,60.35,138.27,68.75,90.26,258.77,55.76,84.82,79.9,127.68,154.99,88.44,24.88,68.573,90.62,22.915,72.74,54.92,52.47,46.87,55.2,95.19,209.51,88.04,51.76,43.58,3.99,81.84,78.7,89.52,85.3,85.49,66.11,59.13,31.26,42.46,24.51,109.76,37.68,39.09,44.7,44.53,25.01,236.74,48.02,NA,34.2738,716.55,100.07,NA,32.7613
6/7/2016,99.03,52.1,723.74,117.76,731.0901,31.88,102.49,29.07,99.89,31.625,46.33,98.52,152.62,158.89,37.57,43.74,87.5,232.34,220.8,164.84,61.56,55.3,45.33,54.84,108.45,94.77,53.255,86.87,211.9631,4.51,232.9093,1360,22.01,13,394.47,38.13,26.47,79.12,24.17,144.95,84.75,174.81,57.79,170.86,77.25,34.72,58.68,82.97,42.01,24.28,67.31,51.2728,53.18,60.73,138.63,68.14,90.49,260.28,56.18,84.88,79.62,129.25,138.13,88.49,24.86,69.5127,91.25,22.87,72.96,55.11,52.76,47.17,56.97,94.92,211.5,88.81,52.81,42.43,3.99,81.32,78.84,85.5,84.77,82.44,68.67,59.6,32.36,42.6,24.67,110.66,37.58,39.87,44.3,45.81,25.04,239.18,49.74,NA,34.4396,716.6499,101.19,NA,32.8654
6/8/2016,98.94,52.04,726.6399,118.39,742.9299,31.89,103.18,29.14,97.86,31.61,46.18,98.68,153.37,158,37.55,43.91,87.42,235.52,223.08,163.7,62.08,55.22,45.05,54.94,107.43,94.59,53.7,87.22,214.293,4.46,234.116,1354.83,21.24,12.58,388.97,38.12,27,79.44,24.23,145.26,85.18,174.82,57.78,168.71,76.28,35.05,58.53,83.39,42.17,24.23,67.56,51.7261,53.45,61.62,137,71.48,90.5,261.4099,56.9,84.91,79.92,129.03,138.88,88.82,24.88,70.2215,91.57,22.995,73.18,55.12,53.44,47.18,57.09,95.15,212.66,88.88,52.99,42.39,3.975,80.46,79.37,84.1,85.59,82.9,68.38,59.55,32.51,43,24.85,110.03,37.87,39.66,42,45.69,25.14,239.36,49.26,NA,33.8813,728.28,101.1,NA,32.5271
6/9/2016,99.65,51.62,727.6499,118.56,742.52,31.94,103.66,29.14,97.09,31.465,47.38,98.07,154.05,156.78,37.13,43.08,85.77,229.36,222.97,164.14,62.14,55.58,45.22,54.98,107.52,92.49,53.67,87.63,216.0664,4.52,230.6987,1340.07,21.71,12.51,381.0801,38.54,27.05,79.01,24.42,143.42,85.62,171.48,57.56,168.99,76.25,35.14,57.79,83.63,42.7,24.33,67.22,51.6695,54.22,60.99,137.46,72.32,90.29,262.3501,56.02,85.1,79.58,129.58,138.24,88.99,24.86,69.8233,91.97,22.675,73.41,55.21,53.08,47.03,56.96,95.54,214.57,90.25,52.77,41.01,3.985,79.89,79.69,82.94,85.2,81.61,67.97,59.01,33.4,42.89,24.995,109.11,37.86,39.58,41.14,46.7,24.9,240.01,48.17,NA,33.2881,728.5801,100.55,NA,31.7636
6/10/2016,98.83,51.48,717.9099,116.62,733.1899,32.04,103.31,29.03,93.75,31.4,46.2,97.09,154.87,154.78,36.77,41.93,84.45,218.79,223.53,160.82,61.91,54.865,45.02,53.83,106.44,91.49,53.19,87.09,213.8631,4.32,226.7103,1318.9,21.06,12.14,372.03,37.77,26.78,82.47,24.07,141.62,85.34,161.98,56.96,164.28,75.28,34.6,56.18,82.37,42.75,24.07,66.49,51.1795,53.63,60.27,134.29,70.54,88.43,261.04,54.89,84.66,78.76,127.01,135.61,87.47,24.7,68.5014,91.34,22.285,72.67,54.56,52.5,46.73,55.61,94.52,209.11,88.88,52.25,40.38,3.92,77.63,78.83,81.1,84.4,80.41,65.55,56.15,33.14,42.81,24.51,106.8,37.63,39.04,39.93,46.08,24.49,239.98,46.85,NA,31.9011,719.4099,97.38,NA,30.7398
6/13/2016,97.34,50.14,715.24,113.95,731.8799,32.17,103.06,28.84,93.85,31.195,46.79,96.96,154.95,153.08,36.54,42.07,83.98,217.87,223.28,160.01,61.53,55.04,44.17,52.83,105.66,90.54,52.805,87.16,214.6999,4.4,225.0708,1315.47,20.99,12.05,367.23,37.63,26.59,84.36,23.94,139.71,84.95,163.21,56.87,163.55,74.24,34.4,55.89,81.98,42.71,23.89,65.96,50.2595,53.54,60.05,133.37,70.21,87.4,259.8401,54.55,83.44,79.1,125.47,133.32,87,24.59,68.1112,90.17,21.99,72.51,54.23,52.14,46.32,55.72,94.11,208.91,88.92,51.91,39.31,3.9,78.89,78.25,80.11,84.4,80.01,64.96,56.31,31.8,42.43,24.44,104.33,37.39,38.23,39.51,44.06,24.36,237.95,46.28,NA,30.5926,718.3601,96.33,NA,29.768
6/14/2016,97.46,49.83,719.3,114.94,733.25,32.14,103.23,28.96,94.12,31.32,46.88,96.98,155.87,152.99,37.16,42.35,83.57,214.96,222.24,158.99,61.9,55.57,44.02,52.7,106.22,91.37,52.875,87.49,214.9965,4.39,222.6299,1304.1,20.9,11.92,366.49,38.41,26.39,84.34,23.74,137.77,84.88,164.46,57.07,160.84,74.52,33.85,55.71,81.97,42.79,23.88,65.38,50.9928,53.89,60.6,134.44,70.38,87.37,259.6499,54.11,84.99,78.86,124.96,131.22,87.19,24.39,67.9599,90.05,22.12,72.63,54.58,52.17,46.96,55.5,94.13,210.7,89.57,52.2,38.89,3.91,80.85,78.96,81.05,84.33,79.78,65.01,56.64,30.36,42.43,24.365,105,37.35,38.36,40.11,42.09,24.21,237.88,46.4,NA,30.3658,718.27,94.6,NA,29.4904
6/15/2016,97.14,49.69,714.26,114.6,732.1899,31.61,102.86,28.65,94.29,31.175,47.36,97.02,154.86,151.9,36.84,41.66,83.04,217.7,221.19,158.4,61.69,55.35,43.83,53.28,106.28,90.84,52.88,87.61,215.0364,4.42,220.06,1305.42,20.17,12.02,367.9099,38.33,26.39,83.21,23.7,136.73,84.84,164.3,56.87,161.03,74.39,34.19,56.61,82.48,42.34,23.96,65.72,51.2095,54.32,59.63,133.79,70.73,85.99,260.46,53.87,84.87,78.39,124.14,129.55,87.59,24.35,67.283,91.05,21.98,72.91,54.52,52.53,46.69,54.51,94.04,209.55,88.99,52.1,38.96,3.91,80.23,79.25,84.01,84.28,79.45,64.99,57.91,30.49,42.4,24.42,104.34,37.06,37.51,39.25,42.89,24.43,238.23,46.26,NA,30.8369,718.9199,94.18,NA,29.9329
6/16/2016,97.55,50.39,717.51,114.39,724.25,31.69,103.85,28.87,95.44,31.55,47.55,97.19,156.42,152.3,36.97,41.76,83.51,217.93,221.48,158.63,62.06,55.53,44.23,53.42,106.49,90.41,53.14,88.03,214.5098,4.75,223.0812,1323.89,20.43,11.95,366.52,39.03,26.43,83.15,23.69,136.34,85.28,165.28,56.9,165.52,75,34.21,56.77,82.67,42.83,23.85,65.59,51.9395,54.43,59.71,135.47,71.79,86.13,259.8101,54.21,85.14,78.42,124.84,127.49,87.97,24.4,67.2272,91.84,22.15,72.79,54.9,52.52,46.84,54.36,94.58,210.23,89.01,52.05,38.89,3.94,79.3,79.35,80.8,81.7,80,64.78,58.01,29.14,40.8,24.42,104.35,37.08,37.77,39.84,41.83,24.47,239.82,46.42,NA,30.5664,710.3601,95.57,NA,29.7333
6/17/2016,95.33,50.13,706.3899,113.02,704.25,31.76,103.41,28.95,94.45,31.185,46.72,95.58,155.89,149.62,36.97,41.77,82.65,215.47,221.05,156,61.62,55.31,44.04,53.55,105.36,86.73,52.215,87.61,213.9131,5.26,219.4152,1309.24,20.13,12.2,354.21,38.08,26.75,82.65,23.43,137.05,84.82,163.11,55.99,162.68,74.52,34.65,56.68,82.89,42.85,23.79,66.47,51.9928,54.25,59.55,133.75,71.71,85.02,259.98,54.37,84.35,77.8,125.33,125.2,87.96,24.26,66.7415,91.58,22.235,73.03,54.59,52.46,46.4,53.85,94.02,206.58,87.66,51.21,37.63,3.92,78.6,79.17,83.86,81.15,77.11,63.97,57.94,29.34,40.52,24.295,104.14,36.43,37.09,38.06,42.62,24.86,238.04,46.59,NA,30.139,691.72,94.65,NA,29.4383
6/20/2016,95.1,50.07,714.01,113.37,706.1299,32.17,103.37,28.8,93.8,31.23,47.56,97.99,156.48,150.65,36.86,42.28,82.99,219.7,221.12,156.93,62.01,55.38,44.23,53.89,107.35,86.72,52.68,89.04,216.0265,5.1,218.6599,1341.96,21.06,12.32,352.6599,38.69,27,82.93,23.63,140.1,85.5,164.94,56.79,166.53,75.31,34.44,57.56,84.28,42.75,24.57,67.84,52.0561,54.2,61.3,135.09,71.78,85.35,261.6399,54.93,85.68,78.92,126.27,123.96,88.98,24.48,67.8006,92.48,22.52,73.65,55.26,53.12,46.5,53.75,94.25,210.09,89.13,51.87,39.08,3.98,79.33,79.67,84.06,81.24,78.49,65.95,58.88,29.71,41.13,24.57,107.19,37.01,37.78,39.13,43.4,25.31,240.2,47.61,NA,30.4181,693.71,96.85,NA,29.7247
6/21/2016,95.91,51.19,715.8201,114.38,708.8799,32.32,104.08,28.77,90.99,31.27,47.27,99.72,157.2,149.42,36.16,42.92,81.79,219.61,222.81,155.81,62.04,55.81,44.48,53.88,107.9,85.28,52.72,89.34,215.0564,5.45,214.6163,1343.05,21.13,12.75,345.1399,38.66,26.63,83.2,23.83,139.05,85.69,165.77,57.06,162.8,75.51,34.76,58.07,84.66,42.84,24.7,67.71,52.6095,54.85,61.6,135.83,71.88,85.87,260.77,54.58,86.44,80.16,127.33,124.14,89.63,24.44,67.8802,92.63,22.48,73.86,55.51,53.09,46.68,54.81,94.5,209.84,89.66,51.91,38.38,3.98,79.41,79.34,81.22,81.52,77.6,65.46,59.56,30.02,41.44,24.49,107.37,37.44,37.31,39.64,44.86,25.32,240.47,48.87,NA,31.85,695.9399,98.49,NA,31.25
6/22/2016,95.55,50.99,710.6001,113.91,710.47,32.29,103.74,28.72,90.01,31.32,47.23,94.01,158.12,149.81,36,42.7,82.45,196.66,222.39,155.14,62.06,55.61,44.18,54.04,106.45,85.22,52.22,88.82,217.1498,5.02,216.09,1360.1,21.2,12.72,351.9199,38.32,26.55,83.74,23.97,140.89,85.21,167.53,56.85,162.22,74.8,34.43,57.38,85.65,42.67,24.34,67.75,52.3095,54.43,61.72,136.47,71.36,85.92,262.75,54.84,85.99,78.96,126.49,121.41,89.44,24.29,67.7767,91.92,22.475,74.3,55.31,53.14,46.42,55.28,94.6,209.7,90.04,51.59,39.11,3.955,78.21,80.42,82.18,80.98,78.5,65.35,58.2,29.89,41.37,24.415,107.98,37.15,37.18,40.1,45.09,25.19,238.23,48.35,NA,32.18,697.46,98.75,NA,31.38
6/23/2016,96.1,51.91,722.0801,115.08,714.8701,32.99,104.44,29.22,91.66,31.475,48.49,96.21,157.03,152.27,36.66,43.67,83.37,196.4,224.87,158.62,63.3,56.13,44.85,55.55,108.95,88.2,52.815,89.94,220.4397,5.21,219.7929,1390.2,21.46,14.05,357.1399,38.92,27,85.06,24.52,146.59,86.37,172.91,58.11,163.92,76.05,34.95,59.06,87.18,42.7,24.85,68.95,52.4728,54.07,62.7,139.06,71.82,87.36,264.25,56.35,87.28,80.13,127.65,123.57,92.41,24.62,68.7642,92.38,22.78,74.85,56.29,53.93,47.44,56.89,95.69,217.44,91.67,52.84,40.07,4,80.33,81.82,83.65,81.98,81.66,67.21,59.98,30.33,41.73,24.715,109.9,37.89,37.97,40.65,45.17,26.02,242.08,50.81,NA,33.14,701.8701,101.39,NA,32.31
